0.000000000000000000e+00;8.000000000000000000e+00;0.000000000000000000e+00
2.000000000000000042e-02;7.148416555694487862e+00;0.000000000000000000e+00
4.000000000000000083e-02;7.494443673238908588e+00;0.000000000000000000e+00
5.999999999999999778e-02;7.859397494306917586e+00;6.899999999999999467e-01
8.000000000000000167e-02;7.000123491068303672e+00;1.639999999999999902e+00
1.000000000000000056e-01;7.843595724643565248e+00;2.250000000000000000e+00
1.200000000000000094e-01;7.516666235656364492e+00;2.729999999999999982e+00
1.400000000000000133e-01;7.132965985213747473e+00;3.000000000000000000e+00
1.600000000000000033e-01;7.999506096726959115e+00;3.209999999999999964e+00
1.799999999999999933e-01;7.164561719030785980e+00;3.359999999999999876e+00
1.999999999999999833e-01;7.472232087973346815e+00;3.450000000000000178e+00
2.199999999999999734e-01;7.874489233575227232e+00;3.520000000000000018e+00
2.399999999999999634e-01;7.001111053643813698e+00;3.549999999999999822e+00
2.599999999999999534e-01;7.827115142768195533e+00;3.540000000000000036e+00
2.799999999999999711e-01;7.538855872040460149e+00;3.549999999999999822e+00
2.999999999999999889e-01;7.118240531937887638e+00;3.560000000000000053e+00
3.200000000000000067e-01;7.998025362669610061e+00;3.580000000000000071e+00
3.400000000000000244e-01;7.181369578626578765e+00;3.580000000000000071e+00
3.600000000000000422e-01;7.450075361358326376e+00;3.569999999999999840e+00
3.800000000000000600e-01;7.888841127010811860e+00;3.589999999999999858e+00
4.000000000000000777e-01;7.003084227753279656e+00;3.620000000000000107e+00
4.200000000000000955e-01;7.809988307934128571e+00;3.600000000000000089e+00
4.400000000000001132e-01;7.560968744255045060e+00;3.600000000000000089e+00
4.600000000000001310e-01;7.104269287665188060e+00;3.580000000000000071e+00
4.800000000000001488e-01;7.995560723185542784e+00;3.580000000000000071e+00
5.000000000000001110e-01;7.198806928654398085e+00;3.580000000000000071e+00
5.200000000000001288e-01;7.428017266513028183e+00;3.569999999999999840e+00
5.400000000000001465e-01;7.902424820825102891e+00;3.580000000000000071e+00
5.600000000000001643e-01;7.006039115168098519e+00;3.589999999999999858e+00
5.800000000000001821e-01;7.792249056140490460e+00;3.580000000000000071e+00
6.000000000000001998e-01;7.582961165820267802e+00;3.600000000000000089e+00
6.200000000000002176e-01;7.091079854168747865e+00;3.580000000000000071e+00
6.400000000000002354e-01;7.992117047448787481e+00;3.580000000000000071e+00
6.600000000000002531e-01;7.216839319657236018e+00;3.589999999999999858e+00
6.800000000000002709e-01;7.406101381698416475e+00;3.580000000000000071e+00
7.000000000000002887e-01;7.915213478894760790e+00;3.589999999999999858e+00
7.200000000000003064e-01;7.009969878174007185e+00;3.629999999999999893e+00
7.400000000000003242e-01;7.773932433285368759e+00;3.609999999999999876e+00
7.600000000000003419e-01;7.604789688220153998e+00;3.580000000000000071e+00
7.800000000000003597e-01;7.078698288666060989e+00;3.569999999999999840e+00
8.000000000000003775e-01;7.987701138830217040e+00;3.580000000000000071e+00
8.200000000000003952e-01;7.235431126607345220e+00;3.589999999999999858e+00
8.400000000000004130e-01;7.384371004223456936e+00;3.569999999999999840e+00
8.600000000000004308e-01;7.927181835779472330e+00;3.569999999999999840e+00
8.800000000000004485e-01;7.014868751104148537e+00;3.569999999999999840e+00
9.000000000000004663e-01;7.755074625928680021e+00;3.560000000000000053e+00
9.200000000000004841e-01;7.626411186740069681e+00;3.609999999999999876e+00
9.400000000000005018e-01;7.067149052340035986e+00;3.600000000000000089e+00
9.600000000000005196e-01;7.982321721456711039e+00;3.589999999999999858e+00
9.800000000000005373e-01;7.254545619287506852e+00;3.589999999999999858e+00
1.000000000000000444e+00;7.362869064906387706e+00;3.569999999999999840e+00
1.020000000000000462e+00;7.938306246636684271e+00;3.569999999999999840e+00
1.040000000000000480e+00;7.020726055681025812e+00;3.589999999999999858e+00
1.060000000000000497e+00;7.735712889801528824e+00;3.569999999999999840e+00
1.080000000000000515e+00;7.647782945664466148e+00;3.569999999999999840e+00
1.100000000000000533e+00;7.056454962013162024e+00;3.569999999999999840e+00
1.120000000000000551e+00;7.975989422975660936e+00;3.560000000000000053e+00
1.140000000000000568e+00;7.274145034855733272e+00;3.580000000000000071e+00
1.160000000000000586e+00;7.341638043260029889e+00;3.580000000000000071e+00
1.180000000000000604e+00;7.948564733934663451e+00;3.609999999999999876e+00
1.200000000000000622e+00;7.027530220137031769e+00;3.629999999999999893e+00
1.220000000000000639e+00;7.715885476203294679e+00;3.580000000000000071e+00
1.240000000000000657e+00;7.668862742666608945e+00;3.580000000000000071e+00
1.260000000000000675e+00;7.046637145070299368e+00;3.580000000000000071e+00
1.280000000000000693e+00;7.968716753558848787e+00;3.580000000000000071e+00
1.300000000000000711e+00;7.294190652450028622e+00;3.580000000000000071e+00
1.320000000000000728e+00;7.320719883568707509e+00;3.560000000000000053e+00
1.340000000000000746e+00;7.957937030871599760e+00;3.580000000000000071e+00
1.360000000000000764e+00;7.035267802075786392e+00;3.589999999999999858e+00
1.380000000000000782e+00;7.695631556431864695e+00;3.569999999999999840e+00
1.400000000000000799e+00;7.689608932223561233e+00;3.600000000000000089e+00
1.420000000000000817e+00;7.037714997719135113e+00;3.609999999999999876e+00
1.440000000000000835e+00;7.960518081187190731e+00;3.609999999999999876e+00
1.460000000000000853e+00;7.314642869684988113e+00;3.609999999999999876e+00
1.480000000000000870e+00;7.300155912022571414e+00;3.589999999999999858e+00
1.500000000000000888e+00;7.966404621415287934e+00;3.569999999999999840e+00
1.520000000000000906e+00;7.043923515029108628e+00;3.580000000000000071e+00
1.540000000000000924e+00;7.674991144397160348e+00;3.560000000000000053e+00
1.560000000000000941e+00;7.709980527891621804e+00;3.580000000000000071e+00
1.580000000000000959e+00;7.029706146670478439e+00;3.560000000000000053e+00
1.600000000000000977e+00;7.951409603265162218e+00;3.549999999999999822e+00
1.620000000000000995e+00;7.335461280894151948e+00;3.569999999999999840e+00
1.640000000000001013e+00;7.279986755073034388e+00;3.600000000000000089e+00
1.660000000000001030e+00;7.973950776882297475e+00;3.609999999999999876e+00
1.680000000000001048e+00;7.053480258657167212e+00;3.620000000000000107e+00
1.700000000000001066e+00;7.654005017565736146e+00;3.609999999999999876e+00
1.720000000000001084e+00;7.729937283279681104e+00;3.609999999999999876e+00
1.740000000000001101e+00;7.022626414315968901e+00;3.580000000000000071e+00
1.760000000000001119e+00;7.941409314620994309e+00;3.569999999999999840e+00
1.780000000000001137e+00;7.356604756950949842e+00;3.589999999999999858e+00
1.800000000000001155e+00;7.260252259170624889e+00;3.549999999999999822e+00
1.820000000000001172e+00;7.980560588989458637e+00;3.560000000000000053e+00
1.840000000000001190e+00;7.063919152532131207e+00;3.569999999999999840e+00
1.860000000000001208e+00;7.632714636405349751e+00;3.549999999999999822e+00
1.880000000000001226e+00;7.749439771560516554e+00;3.560000000000000053e+00
1.900000000000001243e+00;7.016489787467190098e+00;3.569999999999999840e+00
1.920000000000001261e+00;7.930536971955859826e+00;3.560000000000000053e+00
1.940000000000001279e+00;7.378031526527268902e+00;3.580000000000000071e+00
1.960000000000001297e+00;7.240991412043813469e+00;3.580000000000000071e+00
1.980000000000001315e+00;7.986220999305434276e+00;3.600000000000000089e+00
2.000000000000001332e+00;7.075219573438594090e+00;3.609999999999999876e+00
2.020000000000001350e+00;7.611162062471759526e+00;3.580000000000000071e+00
2.040000000000001368e+00;7.768449463362951057e+00;3.609999999999999876e+00
2.060000000000001386e+00;7.011308389724485224e+00;3.580000000000000071e+00
2.080000000000001403e+00;7.918814054812269632e+00;3.560000000000000053e+00
2.100000000000001421e+00;7.399699258616610820e+00;3.580000000000000071e+00
2.120000000000001439e+00;7.222242265674350570e+00;3.569999999999999840e+00
2.140000000000001457e+00;7.990920825049498966e+00;3.580000000000000071e+00
